match_id,date,season,venue,winner,win_by,match_type,player_of_match,umpire_1,umpire_2,inning1_runs,inning1_wickets,inning1_extras,inning1_pp_runs,inning1_death_runs,team1,inning2_runs,inning2_wickets,inning2_extras,inning2_pp_runs,inning2_death_runs,team2,target,run_diff,team1_win_rate,team2_win_rate,h2h_team1_win_rate,team1_recent_form,team2_recent_form,venue_team1_win_rate,team1_avg_inning1
1247029,2021-06-13,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,runs 28,regular,Asif Ali,Asif Yaqoob,Shozab Raza,152,7,6,20,36,Islamabad United,124.0,10.0,5.0,55.0,20.0,Lahore Qalandars,1,28.0,0.5423728813559322,0.4,0.6363636363636364,0.6,0.8,0.5,150.86666666666667
1247031,2021-06-13,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,wickets 8,regular,Shahnawaz Dhani,Ahsan Raza,Aleem Dar,166,7,14,52,48,Peshawar Zalmi,167.0,2.0,10.0,59.0,12.0,Multan Sultans,0,-1.0,0.5396825396825397,0.4166666666666667,0.42857142857142855,0.6,0.4,0.5,160.48387096774192
1247032,2021-06-14,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,wickets 8,regular,Iftikhar Ahmed,Asif Yaqoob,Rashid Riaz,190,4,6,56,45,Karachi Kings,191.0,2.0,19.0,43.0,33.0,Islamabad United,0,-1.0,0.45614035087719296,0.55,0.4,0.4,0.6,0.0,159.28571428571428
1247033,2021-06-15,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,runs 18,regular,Usman Shinwari,Aleem Dar,Rashid Riaz,158,5,15,44,38,Quetta Gladiators,140.0,10.0,5.0,40.0,23.0,Lahore Qalandars,1,18.0,0.5344827586206896,0.39285714285714285,0.45454545454545453,0.2,0.6,0.0,151.47826086956522
1247034,2021-06-15,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,wickets 6,regular,Hazratullah,Ahsan Raza,Shozab Raza,108,9,8,33,35,Karachi Kings,109.0,4.0,17.0,76.0,0.0,Peshawar Zalmi,0,-1.0,0.4482758620689655,0.53125,0.4166666666666667,0.4,0.4,0.0,160.3448275862069
1247035,2021-06-16,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,runs 110,regular,Shan Masood,Aleem Dar,Shozab Raza,183,5,13,50,49,Multan Sultans,73.0,10.0,3.0,36.0,0.0,Quetta Gladiators,1,110.0,0.43243243243243246,0.5423728813559322,0.3333333333333333,0.6,0.4,1.0,159.22727272727272
1247036,2021-06-17,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,runs 15,regular,UT Khawaja,Rashid Riaz,Shozab Raza,247,2,5,54,64,Islamabad United,232.0,6.0,13.0,55.0,48.0,Peshawar Zalmi,1,15.0,0.5573770491803278,0.5384615384615384,0.46153846153846156,0.8,0.4,0.75,150.90322580645162
1247037,2021-06-17,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,runs 7,regular,Noor Ahmad,Ahsan Raza,Asif Yaqoob,176,5,10,43,44,Karachi Kings,169.0,7.0,8.0,49.0,56.0,Lahore Qalandars,1,7.0,0.4406779661016949,0.38596491228070173,0.5833333333333334,0.2,0.6,0.0,158.6
1247038,2021-06-18,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,runs 80,regular,Shahnawaz Dhani,Aleem Dar,Shozab Raza,169,8,16,50,38,Multan Sultans,89.0,10.0,1.0,34.0,0.0,Lahore Qalandars,1,80.0,0.4473684210526316,0.3793103448275862,0.5,0.6,0.4,1.0,160.2608695652174
1247040,2021-06-19,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,wickets 4,regular,Mohammad Wasim,Aleem Dar,Rashid Riaz,149,10,10,61,16,Multan Sultans,150.0,6.0,6.0,54.0,17.0,Islamabad United,0,-1.0,0.46153846153846156,0.5645161290322581,0.42857142857142855,0.8,0.8,1.0,160.625
1247039,2021-06-19,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,runs 14,regular,Danish Aziz,Asif Yaqoob,Shozab Raza,176,7,8,42,67,Karachi Kings,162.0,6.0,5.0,44.0,44.0,Quetta Gladiators,1,14.0,0.45,0.5333333333333333,0.36363636363636365,0.4,0.4,0.25,159.16129032258064
1247042,2021-06-21,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,wickets 5,eliminator,Hazratullah,Aleem Dar,Shozab Raza,175,7,10,41,48,Karachi Kings,176.0,5.0,10.0,55.0,33.0,Peshawar Zalmi,0,-1.0,0.45901639344262296,0.5303030303030303,0.38461538461538464,0.4,0.4,0.4,159.6875
1247041,2021-06-21,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,runs 31,qualifier,Sohail Tanvir,Ahsan Raza,Rashid Riaz,180,5,1,44,48,Multan Sultans,149.0,10.0,4.0,38.0,24.0,Islamabad United,1,31.0,0.45,0.5714285714285714,0.375,0.8,1.0,0.8,160.16
1247043,2021-06-22,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,wickets 8,eliminator,Hazratullah,Aleem Dar,Asif Yaqoob,174,9,8,57,64,Islamabad United,177.0,2.0,16.0,48.0,15.0,Peshawar Zalmi,0,-3.0,0.5625,0.5373134328358209,0.5,0.8,0.6,0.7142857142857143,153.90625
1247044,2021-06-24,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,runs 47,final,Sohaib Maqsood,Ahsan Raza,Aleem Dar,206,4,9,42,56,Multan Sultans,159.0,9.0,8.0,42.0,10.0,Peshawar Zalmi,1,47.0,0.4634146341463415,0.5441176470588235,0.625,0.8,0.6,0.8333333333333334,160.92307692307693
1293000,2022-01-27,2022,"National Stadium, Karachi",Multan Sultans,wickets 7,regular,Imran Tahir,Aleem Dar,RK Illingworth,124,5,6,41,21,Karachi Kings,126.0,3.0,4.0,44.0,17.0,Multan Sultans,0,-2.0,0.45161290322580644,0.47619047619047616,0.5714285714285714,0.4,0.8,0.0,160.15151515151516
1293001,2022-01-28,2022,"National Stadium, Karachi",Peshawar Zalmi,wickets 5,regular,WCF Smeed,Ahsan Raza,MA Gough,190,4,7,62,34,Quetta Gladiators,191.0,5.0,10.0,62.0,38.0,Peshawar Zalmi,0,-1.0,0.5245901639344263,0.5362318840579711,0.47058823529411764,0.2,0.6,0.5,151.75
1293002,2022-01-29,2022,"National Stadium, Karachi",Multan Sultans,wickets 5,regular,Shan Masood,Ahsan Raza,RK Illingworth,206,5,8,67,54,Lahore Qalandars,209.0,5.0,13.0,66.0,47.0,Multan Sultans,0,-3.0,0.3728813559322034,0.4883720930232558,0.4444444444444444,0.2,0.8,0.5,151.58064516129033
1293003,2022-01-29,2022,"National Stadium, Karachi",Quetta Gladiators,wickets 8,regular,Naseem Shah,MA Gough,Shozab Raza,113,10,2,33,13,Karachi Kings,114.0,2.0,9.0,51.0,0.0,Quetta Gladiators,0,-1.0,0.4444444444444444,0.5161290322580645,0.4166666666666667,0.4,0.2,0.0,159.08823529411765
1293004,2022-01-30,2022,"National Stadium, Karachi",Islamabad United,wickets 9,regular,PR Stirling,Ahsan Raza,Aleem Dar,168,6,14,35,46,Peshawar Zalmi,172.0,1.0,6.0,78.0,0.0,Islamabad United,0,-4.0,0.5428571428571428,0.5538461538461539,0.5333333333333333,0.6,0.6,1.0,160.65625
1293005,2022-01-30,2022,"National Stadium, Karachi",Lahore Qalandars,wickets 6,regular,Fakhar Zaman,MA Gough,RK Illingworth,170,7,11,48,33,Karachi Kings,174.0,4.0,4.0,52.0,44.0,Lahore Qalandars,0,-4.0,0.4375,0.36666666666666664,0.6153846153846154,0.4,0.0,0.0,157.77142857142857
1293006,2022-01-31,2022,"National Stadium, Karachi",Multan Sultans,runs 6,regular,Shan Masood,Ahsan Raza,Aleem Dar,174,4,8,46,50,Multan Sultans,168.0,10.0,10.0,48.0,43.0,Quetta Gladiators,1,6.0,0.5,0.5238095238095238,0.42857142857142855,0.8,0.4,0.6666666666666666,162.59259259259258
1293007,2022-02-01,2022,"National Stadium, Karachi",Multan Sultans,runs 20,regular,TH David,MA Gough,Shozab Raza,217,5,3,43,72,Multan Sultans,197.0,10.0,7.0,69.0,34.0,Islamabad United,1,20.0,0.5111111111111111,0.5606060606060606,0.4444444444444444,1.0,0.6,0.75,163.0
1293008,2022-02-02,2022,"National Stadium, Karachi",Lahore Qalandars,runs 29,regular,Zaman Khan,Aleem Dar,Shozab Raza,199,4,3,61,56,Lahore Qalandars,170.0,9.0,19.0,48.0,36.0,Peshawar Zalmi,1,29.0,0.3770491803278688,0.5352112676056338,0.38461538461538464,0.2,0.6,0.5,153.28125
1293009,2022-02-03,2022,"National Stadium, Karachi",Islamabad United,runs 43,regular,C Munro,Imtiaz Iqbal,RK Illingworth,229,4,3,81,46,Islamabad United,186.0,10.0,13.0,54.0,43.0,Quetta Gladiators,1,43.0,0.5522388059701493,0.515625,0.46153846153846156,0.4,0.2,0.5,154.5151515151515
1293010,2022-02-04,2022,"National Stadium, Karachi",Peshawar Zalmi,runs 9,regular,Shoaib Malik,Aleem Dar,Shozab Raza,173,4,10,53,47,Peshawar Zalmi,164.0,6.0,5.0,43.0,42.0,Karachi Kings,1,9.0,0.5277777777777778,0.4307692307692308,0.6428571428571429,0.4,0.2,0.3333333333333333,160.87878787878788
1293012,2022-02-05,2022,"National Stadium, Karachi",Multan Sultans,runs 57,regular,Mohammad Rizwan,RK Illingworth,Shozab Raza,222,3,8,61,62,Multan Sultans,165.0,8.0,6.0,57.0,46.0,Peshawar Zalmi,1,57.0,0.5217391304347826,0.5342465753424658,0.6666666666666666,1.0,0.4,0.8,164.86206896551724
1293011,2022-02-05,2022,"National Stadium, Karachi",Lahore Qalandars,runs 8,regular,Zaman Khan,MA Gough,Waleed Yaqub,174,9,8,73,47,Lahore Qalandars,166.0,5.0,5.0,52.0,28.0,Islamabad United,1,8.0,0.3870967741935484,0.5588235294117647,0.25,0.4,0.4,0.6666666666666666,154.66666666666666
1293013,2022-02-06,2022,"National Stadium, Karachi",Islamabad United,runs 42,regular,Shadab Khan,Ahsan Raza,RK Illingworth,177,6,8,53,42,Islamabad United,135.0,9.0,0.0,35.0,27.0,Karachi Kings,1,42.0,0.5507246376811594,0.42424242424242425,0.625,0.4,0.0,0.5,156.7058823529412
1293014,2022-02-07,2022,"National Stadium, Karachi",Quetta Gladiators,wickets 7,regular,JJ Roy,MA Gough,Shozab Raza,204,5,4,44,65,Lahore Qalandars,207.0,3.0,7.0,74.0,35.0,Quetta Gladiators,0,-3.0,0.3968253968253968,0.5076923076923077,0.5,0.6,0.2,0.75,155.23529411764707
1293015,2022-02-10,2022,"Gaddafi Stadium, Lahore",Multan Sultans,runs 42,regular,Shan Masood,Ahsan Raza,RK Illingworth,182,7,13,53,47,Multan Sultans,140.0,10.0,5.0,42.0,31.0,Peshawar Zalmi,1,42.0,0.5319148936170213,0.527027027027027,0.7,1.0,0.4,0.5,166.76666666666668
1293016,2022-02-11,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 52,regular,Fakhar Zaman,Aleem Dar,MA Gough,182,4,6,56,52,Lahore Qalandars,130.0,10.0,12.0,38.0,20.0,Multan Sultans,1,52.0,0.390625,0.5416666666666666,0.4,0.6,1.0,0.5,156.62857142857143
1293017,2022-02-12,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,wickets 5,regular,Sarfraz Ahmed,Faisal Afridi,RK Illingworth,199,8,20,58,56,Islamabad United,203.0,5.0,12.0,72.0,60.0,Quetta Gladiators,0,-4.0,0.5571428571428572,0.5151515151515151,0.5,0.6,0.4,0.5,157.28571428571428
1293018,2022-02-13,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,runs 55,regular,Mohammad Haris,Faisal Afridi,Rashid Riaz,193,6,15,51,51,Peshawar Zalmi,138.0,6.0,2.0,33.0,24.0,Karachi Kings,1,55.0,0.52,0.417910447761194,0.6666666666666666,0.2,0.0,0.0,161.23529411764707
1293019,2022-02-13,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,wickets 8,regular,Shaheen Shah Afridi,Asif Yaqoob,MA Gough,141,7,7,39,35,Quetta Gladiators,143.0,2.0,7.0,41.0,24.0,Lahore Qalandars,0,-2.0,0.5223880597014925,0.4,0.5384615384615384,0.6,0.8,1.0,153.28
1293020,2022-02-14,2022,"Gaddafi Stadium, Lahore",Islamabad United,runs 1,regular,Asif Ali,Asif Yaqoob,RK Illingworth,191,7,12,47,49,Islamabad United,190.0,8.0,7.0,49.0,53.0,Karachi Kings,1,1.0,0.5492957746478874,0.4117647058823529,0.6470588235294118,0.4,0.0,0.0,158.44444444444446
1293021,2022-02-15,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,runs 24,regular,Hussain Talat,MA Gough,Rashid Riaz,185,7,9,53,51,Peshawar Zalmi,161.0,8.0,6.0,50.0,35.0,Quetta Gladiators,1,24.0,0.5263157894736842,0.5147058823529411,0.5555555555555556,0.4,0.4,0.5,162.14285714285714
1293022,2022-02-16,2022,"Gaddafi Stadium, Lahore",Multan Sultans,wickets 7,regular,Mohammad Rizwan,Asif Yaqoob,RK Illingworth,174,6,9,40,45,Karachi Kings,176.0,3.0,7.0,44.0,53.0,Multan Sultans,0,-2.0,0.4057971014492754,0.5306122448979592,0.5,0.0,0.8,0.0,158.11111111111111
1293023,2022-02-17,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,runs 10,regular,Mohammad Haris,Ahsan Raza,RK Illingworth,206,8,11,74,36,Peshawar Zalmi,196.0,7.0,7.0,68.0,33.0,Islamabad United,1,10.0,0.5324675324675324,0.5555555555555556,0.5,0.6,0.6,0.6666666666666666,162.77777777777777
1293024,2022-02-18,2022,"Gaddafi Stadium, Lahore",Multan Sultans,runs 117,regular,RR Rossouw,Aleem Dar,Rashid Riaz,245,3,24,64,61,Multan Sultans,128.0,10.0,2.0,66.0,0.0,Quetta Gladiators,1,117.0,0.54,0.5072463768115942,0.5,0.8,0.4,0.6666666666666666,167.25806451612902
1293025,2022-02-18,2022,"Gaddafi Stadium, Lahore",Karachi Kings,runs 22,regular,Mir Hamza,Asif Yaqoob,MA Gough,149,10,11,47,32,Karachi Kings,127.0,9.0,5.0,31.0,32.0,Lahore Qalandars,1,22.0,0.4,0.4090909090909091,0.5714285714285714,0.0,0.8,0.0,158.54054054054055
1293026,2022-02-19,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 66,regular,HC Brook,Rashid Riaz,RK Illingworth,197,6,8,48,51,Lahore Qalandars,131.0,9.0,5.0,59.0,17.0,Islamabad United,1,66.0,0.40298507462686567,0.547945205479452,0.3076923076923077,0.6,0.4,0.6666666666666666,157.33333333333334
1293027,2022-02-20,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,runs 23,regular,Khurram Shahzad,Aleem Dar,Asif Yaqoob,166,4,19,46,41,Quetta Gladiators,143.0,8.0,6.0,51.0,22.0,Karachi Kings,1,23.0,0.5,0.4084507042253521,0.6153846153846154,0.4,0.2,0.25,152.80769230769232
1293028,2022-02-20,2022,"Gaddafi Stadium, Lahore",Multan Sultans,wickets 6,regular,Imran Tahir,MA Gough,Rashid Riaz,105,7,6,41,30,Islamabad United,111.0,4.0,5.0,31.0,20.0,Multan Sultans,0,-6.0,0.5405405405405406,0.5490196078431373,0.5,0.4,0.8,0.25,159.32432432432432
1293029,2022-02-21,2022,"Gaddafi Stadium, Lahore",No result,tie,regular,Wahab Riaz,Asif Yaqoob,RK Illingworth,158,7,11,51,32,Peshawar Zalmi,158.0,8.0,9.0,53.0,49.0,Lahore Qalandars,0,0.0,0.5384615384615384,0.4117647058823529,0.5714285714285714,0.6,0.6,0.75,163.94594594594594
1293030,2022-02-23,2022,"Gaddafi Stadium, Lahore",Multan Sultans,runs 28,qualifier,Shahnawaz Dhani,Aleem Dar,RK Illingworth,163,2,10,45,43,Multan Sultans,135.0,9.0,6.0,38.0,23.0,Lahore Qalandars,1,28.0,0.5576923076923077,0.4057971014492754,0.5454545454545454,0.8,0.6,0.8,169.6875
1293031,2022-02-24,2022,"Gaddafi Stadium, Lahore",Islamabad United,wickets 5,eliminator,Faheem Ashraf,Aleem Dar,MA Gough,169,5,5,46,41,Peshawar Zalmi,170.0,5.0,11.0,53.0,46.0,Islamabad United,0,-1.0,0.5316455696202531,0.5333333333333333,0.5294117647058824,0.6,0.2,0.6,163.78947368421052
1293032,2022-02-25,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 6,eliminator,D Wiese,MA Gough,RK Illingworth,168,7,4,36,48,Lahore Qalandars,162.0,10.0,9.0,47.0,28.0,Islamabad United,1,6.0,0.4,0.5394736842105263,0.35714285714285715,0.4,0.4,0.5,158.40540540540542
1293033,2022-02-27,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 42,final,Mohammad Hafeez,Aleem Dar,RK Illingworth,180,5,3,41,67,Lahore Qalandars,138.0,10.0,8.0,45.0,24.0,Multan Sultans,1,42.0,0.4084507042253521,0.5660377358490566,0.4166666666666667,0.4,0.8,0.5714285714285714,158.6578947368421
1354924,2023-02-13,2023,Multan Cricket Stadium,Lahore Qalandars,runs 1,regular,Fakhar Zaman,Asif Yaqoob,MJ Saggers,175,6,11,50,45,Lahore Qalandars,174.0,6.0,7.0,53.0,40.0,Multan Sultans,1,1.0,0.4166666666666667,0.5555555555555556,0.46153846153846156,0.6,0.8,0.5,159.2051282051282
1354925,2023-02-14,2023,"National Stadium, Karachi",Peshawar Zalmi,runs 2,regular,T Kohler-Cadmore,Ahsan Raza,AG Wharf,199,5,5,58,37,Peshawar Zalmi,197.0,5.0,14.0,46.0,50.0,Karachi Kings,1,2.0,0.525,0.4027777777777778,0.6875,0.6,0.2,0.4,163.92307692307693
1354926,2023-02-15,2023,Multan Cricket Stadium,Multan Sultans,wickets 9,regular,Ihsanullah,Asif Yaqoob,Faisal Afridi,110,10,7,38,24,Quetta Gladiators,111.0,1.0,2.0,45.0,0.0,Multan Sultans,0,-1.0,0.5070422535211268,0.5454545454545454,0.4444444444444444,0.4,0.6,0.0,153.2962962962963
1354927,2023-02-16,2023,"National Stadium, Karachi",Islamabad United,wickets 4,regular,C Munro,AG Wharf,RSA Palliyaguruge,173,7,8,55,47,Karachi Kings,178.0,6.0,8.0,45.0,27.0,Islamabad United,0,-5.0,0.3972602739726027,0.5324675324675324,0.3333333333333333,0.2,0.2,0.0,158.28947368421052
1354928,2023-02-17,2023,Multan Cricket Stadium,Multan Sultans,runs 56,regular,RR Rossouw,Asif Yaqoob,Faisal Afridi,210,3,11,50,56,Multan Sultans,154.0,10.0,6.0,61.0,12.0,Peshawar Zalmi,1,56.0,0.5535714285714286,0.5308641975308642,0.7272727272727273,0.6,0.6,0.8,169.4848484848485
1354929,2023-02-18,2023,"National Stadium, Karachi",Quetta Gladiators,runs 6,regular,MJ Guptill,Ahsan Raza,AG Wharf,168,7,6,23,65,Quetta Gladiators,162.0,5.0,12.0,45.0,46.0,Karachi Kings,1,6.0,0.5,0.3918918918918919,0.6428571428571429,0.2,0.2,0.4,151.75
1354930,2023-02-19,2023,Multan Cricket Stadium,Multan Sultans,runs 52,regular,Abbas Afridi,Asif Yaqoob,Faisal Afridi,190,4,14,51,50,Multan Sultans,138.0,10.0,4.0,55.0,11.0,Islamabad United,1,52.0,0.5614035087719298,0.5384615384615384,0.5454545454545454,0.6,0.4,0.8333333333333334,170.6764705882353
1354931,2023-02-19,2023,"National Stadium, Karachi",Karachi Kings,runs 67,regular,Imad Wasim,Ahsan Raza,AG Wharf,185,5,19,61,44,Karachi Kings,118.0,10.0,4.0,47.0,12.0,Lahore Qalandars,1,67.0,0.38666666666666666,0.4246575342465753,0.6,0.2,0.6,0.0,158.66666666666666
1354932,2023-02-20,2023,"National Stadium, Karachi",Peshawar Zalmi,wickets 4,regular,JDS Neesham,AG Wharf,RSA Palliyaguruge,154,4,12,28,56,Quetta Gladiators,157.0,6.0,11.0,53.0,21.0,Peshawar Zalmi,0,-3.0,0.5068493150684932,0.524390243902439,0.42105263157894735,0.4,0.4,0.5,152.31034482758622
1354933,2023-02-21,2023,"National Stadium, Karachi",Lahore Qalandars,runs 63,regular,Shaheen Shah Afridi,AG Wharf,RSA Palliyaguruge,198,6,7,65,40,Lahore Qalandars,135.0,8.0,4.0,49.0,26.0,Quetta Gladiators,1,63.0,0.4189189189189189,0.5,0.5,0.6,0.4,0.5,159.6
1354934,2023-02-22,2023,Multan Cricket Stadium,Multan Sultans,runs 3,regular,Mohammad Rizwan,MJ Saggers,Shozab Raza,196,2,4,50,58,Multan Sultans,193.0,5.0,14.0,72.0,53.0,Karachi Kings,1,3.0,0.5689655172413793,0.39473684210526316,0.4444444444444444,0.6,0.2,0.8571428571428571,171.22857142857143
1354935,2023-02-23,2023,"National Stadium, Karachi",Islamabad United,wickets 6,regular,Hasan Ali,MA Gough,RK Illingworth,156,8,3,69,28,Peshawar Zalmi,159.0,4.0,5.0,80.0,0.0,Islamabad United,0,-3.0,0.5301204819277109,0.5316455696202531,0.5,0.4,0.4,0.5714285714285714,164.8
1354936,2023-02-24,2023,"National Stadium, Karachi",Islamabad United,runs 63,regular,Azam Khan,MA Gough,Rashid Riaz,220,6,5,39,73,Islamabad United,157.0,10.0,5.0,61.0,26.0,Quetta Gladiators,1,63.0,0.5375,0.49333333333333335,0.4666666666666667,0.6,0.4,0.7142857142857143,157.89473684210526
1354937,2023-02-26,2023,"National Stadium, Karachi",Karachi Kings,runs 66,regular,T Shamsi,Ahsan Raza,AG Wharf,167,3,5,52,32,Karachi Kings,101.0,10.0,2.0,49.0,0.0,Multan Sultans,1,66.0,0.38961038961038963,0.576271186440678,0.4,0.2,0.8,0.1,159.325
1354938,2023-02-26,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 40,regular,Fakhar Zaman,Faisal Afridi,RK Illingworth,241,3,10,36,64,Lahore Qalandars,201.0,9.0,14.0,63.0,30.0,Peshawar Zalmi,1,40.0,0.4266666666666667,0.5238095238095238,0.4,0.8,0.4,0.625,160.53658536585365
1354939,2023-02-27,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 110,regular,D Wiese,Faisal Afridi,MA Gough,200,7,7,57,51,Lahore Qalandars,90.0,10.0,17.0,56.0,0.0,Islamabad United,1,110.0,0.4342105263157895,0.5432098765432098,0.4,0.8,0.6,0.6666666666666666,162.45238095238096
1354940,2023-03-01,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 24,regular,R Powell,MA Gough,RK Illingworth,197,5,13,41,65,Peshawar Zalmi,173.0,8.0,7.0,55.0,49.0,Karachi Kings,1,24.0,0.5176470588235295,0.3974358974358974,0.7058823529411765,0.4,0.4,0.75,164.58536585365854
1354941,2023-03-02,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 17,regular,Sikandar Raza,Ahsan Raza,MJ Saggers,148,10,9,29,29,Lahore Qalandars,131.0,7.0,12.0,53.0,26.0,Quetta Gladiators,1,17.0,0.44155844155844154,0.4868421052631579,0.5333333333333333,0.8,0.2,0.7,163.32558139534885
1354942,2023-03-03,2023,Rawalpindi Cricket Stadium,Islamabad United,wickets 6,regular,Azam Khan,MA Gough,RK Illingworth,201,5,7,61,52,Karachi Kings,204.0,4.0,14.0,62.0,44.0,Islamabad United,0,-3.0,0.3924050632911392,0.5365853658536586,0.3157894736842105,0.4,0.6,0.6666666666666666,159.5121951219512
1354943,2023-03-04,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,runs 21,regular,Rashid Khan,Faisal Afridi,MJ Saggers,180,9,14,56,31,Lahore Qalandars,159.0,7.0,10.0,44.0,49.0,Multan Sultans,1,21.0,0.44871794871794873,0.5666666666666667,0.5,0.8,0.8,0.7272727272727273,162.97727272727272
1354944,2023-03-05,2023,Rawalpindi Cricket Stadium,Islamabad United,wickets 2,regular,Fazalhaq Farooqi,Aleem Dar,Rashid Riaz,179,6,11,19,58,Quetta Gladiators,183.0,8.0,14.0,77.0,43.0,Islamabad United,0,-4.0,0.4805194805194805,0.5421686746987951,0.5,0.2,0.6,0.5,152.36666666666667
1354945,2023-03-06,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,wickets 4,regular,MJ Guptill,MJ Saggers,Rashid Riaz,164,6,9,53,41,Karachi Kings,168.0,6.0,6.0,43.0,60.0,Quetta Gladiators,0,-4.0,0.3875,0.47435897435897434,0.3333333333333333,0.4,0.0,0.5,160.5
1354947,2023-03-07,2023,Rawalpindi Cricket Stadium,Islamabad United,wickets 2,regular,Faheem Ashraf,Faisal Afridi,Rashid Riaz,205,5,10,57,32,Multan Sultans,209.0,8.0,16.0,54.0,60.0,Islamabad United,0,-4.0,0.5573770491803278,0.5476190476190477,0.5833333333333334,0.6,0.8,1.0,171.91666666666666
1354946,2023-03-07,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 35,regular,Saim Ayub,AG Wharf,Asif Yaqoob,207,10,16,67,36,Peshawar Zalmi,172.0,10.0,13.0,24.0,41.0,Lahore Qalandars,1,35.0,0.5232558139534884,0.45569620253164556,0.5,0.4,1.0,0.8,165.35714285714286
1354948,2023-03-08,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,wickets 8,regular,JJ Roy,Ahsan Raza,MJ Saggers,240,2,9,67,52,Peshawar Zalmi,243.0,2.0,10.0,88.0,42.0,Quetta Gladiators,0,-3.0,0.5287356321839081,0.4810126582278481,0.6,0.6,0.2,0.8333333333333334,166.32558139534885
1354949,2023-03-09,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,runs 119,regular,Fakhar Zaman,Aleem Dar,Faisal Afridi,226,5,15,65,52,Lahore Qalandars,107.0,9.0,11.0,50.0,0.0,Islamabad United,1,119.0,0.45,0.5529411764705883,0.4375,0.8,0.8,0.0,163.35555555555555
1354950,2023-03-10,2023,Rawalpindi Cricket Stadium,Multan Sultans,wickets 4,regular,RR Rossouw,Ahsan Raza,MJ Saggers,242,6,6,64,60,Peshawar Zalmi,244.0,6.0,4.0,66.0,42.0,Multan Sultans,0,-2.0,0.5227272727272727,0.5483870967741935,0.25,0.4,0.4,0.7142857142857143,168.0
1354951,2023-03-11,2023,Rawalpindi Cricket Stadium,Multan Sultans,runs 9,regular,Abbas Afridi,AG Wharf,MJ Saggers,262,3,6,91,49,Multan Sultans,253.0,8.0,11.0,75.0,58.0,Quetta Gladiators,1,9.0,0.5555555555555556,0.4875,0.6,0.4,0.4,0.6666666666666666,172.8108108108108
1354953,2023-03-12,2023,"Gaddafi Stadium, Lahore",Karachi Kings,runs 86,regular,Muhammad Akhlaq,Aleem Dar,Rashid Riaz,196,7,6,68,51,Karachi Kings,110.0,10.0,5.0,31.0,22.0,Lahore Qalandars,1,86.0,0.38271604938271603,0.4567901234567901,0.625,0.2,0.8,0.2,160.58139534883722
1354952,2023-03-12,2023,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 13,regular,Mohammad Haris,Ahsan Raza,MJ Saggers,179,8,8,69,20,Peshawar Zalmi,166.0,10.0,6.0,40.0,47.0,Islamabad United,1,13.0,0.5168539325842697,0.5465116279069767,0.47368421052631576,0.4,0.6,0.625,169.64444444444445
1354954,2023-03-15,2023,"Gaddafi Stadium, Lahore",Multan Sultans,runs 84,qualifier,KA Pollard,Aleem Dar,AG Wharf,160,5,5,46,50,Multan Sultans,76.0,10.0,11.0,33.0,0.0,Lahore Qalandars,1,84.0,0.5625,0.45121951219512196,0.4666666666666667,0.4,0.6,0.625,175.1578947368421
