match_id,season,venue,batting_team_inn1,bowling_team_inn1,inn1_total_runs,inn1_wickets,inn1_extras,inn1_boundaries,inn1_sixes,inn1_fours,inn1_dot_balls,inn1_pp_runs,inn1_pp_wickets,inn1_death_runs,inn1_death_wickets,inn2_total_runs,inn2_wickets,winner,target,batting_team_enc,bowling_team_enc,venue_enc,inn1_run_rate,inn1_boundary_pct,inn1_dot_ball_pct,pp_run_rate,death_run_rate
1416496,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,196,8,11,28,7,21,49,62,1,45,3,120,10,Peshawar Zalmi,1,4,5,6,9.8,23.33,40.83,10.33,9.0
1416497,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,177,5,8,20,7,13,37,35,1,59,3,179,7,Karachi Kings,0,2,1,5,8.85,16.67,30.83,5.83,11.8
1416498,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United,228,4,5,37,10,27,40,52,1,78,1,232,7,Islamabad United,0,3,0,6,11.4,30.83,33.33,8.67,15.6
1416499,2024,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,166,4,4,17,7,10,38,38,0,66,1,169,4,Quetta Gladiators,0,2,5,5,8.3,14.17,31.67,6.33,13.2
1416500,2024,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,147,6,16,16,1,15,58,47,0,45,2,145,5,Peshawar Zalmi,1,4,1,5,7.35,13.33,48.33,7.83,9.0
1416501,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,185,4,7,22,8,14,42,40,1,77,2,106,10,Multan Sultans,1,3,5,5,9.25,18.33,35.0,6.67,15.4
1416502,2024,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans,146,7,9,16,1,15,45,42,1,44,3,147,3,Multan Sultans,0,4,3,5,7.3,13.33,37.5,7.0,8.8
1416503,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,174,9,10,19,9,10,42,46,0,47,7,135,10,Islamabad United,1,0,5,5,8.7,15.83,35.0,7.67,9.4
1416504,2024,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,185,5,2,24,9,15,40,45,0,55,4,189,5,Islamabad United,0,4,0,5,9.25,20.0,33.33,7.5,11.0
1416505,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United,159,9,10,21,6,15,57,41,2,58,5,163,8,Islamabad United,0,3,0,5,7.95,17.5,47.5,6.83,11.6
1475238,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,139,10,14,18,5,13,65,32,2,45,5,143,2,Islamabad United,0,2,0,6,6.95,15.0,54.17,5.33,9.0
1475239,2025,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi,216,3,7,30,12,18,41,58,0,78,2,136,10,Quetta Gladiators,1,5,4,6,10.8,25.0,34.17,9.67,15.6
1475240,2025,"National Stadium, Karachi",Multan Sultans,Karachi Kings,234,3,22,32,9,23,49,55,0,92,1,236,6,Karachi Kings,0,3,1,5,11.7,26.67,40.83,9.17,18.4
1475241,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Quetta Gladiators,219,6,8,32,9,23,36,43,1,75,4,140,10,Lahore Qalandars,1,2,5,6,10.95,26.67,30.0,7.17,15.0
1475242,2025,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi,243,5,13,37,12,25,42,62,1,80,2,141,10,Islamabad United,1,0,4,6,12.15,30.83,35.0,10.33,16.0
1475243,2025,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,201,6,6,29,9,20,46,34,2,60,4,136,10,Lahore Qalandars,1,2,1,5,10.05,24.17,38.33,5.67,12.0
1475244,2025,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans,202,6,8,30,9,21,43,47,1,75,3,155,10,Islamabad United,1,0,3,6,10.1,25.0,35.83,7.83,15.0
1475245,2025,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,175,7,4,21,4,17,35,51,0,67,3,119,9,Karachi Kings,1,1,5,5,8.75,17.5,29.17,8.5,13.4
1475246,2025,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,227,7,10,31,16,15,39,44,2,88,3,107,10,Peshawar Zalmi,1,4,3,6,11.35,25.83,32.5,7.33,17.6
1475247,2025,"National Stadium, Karachi",Karachi Kings,Islamabad United,128,7,11,11,3,8,55,29,2,47,3,129,4,Islamabad United,0,1,0,5,6.4,9.17,45.83,4.83,9.4
1475248,2025,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,147,8,10,20,2,18,66,17,1,47,5,148,8,Karachi Kings,0,4,1,5,7.35,16.67,55.0,2.83,9.4
1475249,2025,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars,228,5,3,32,12,20,33,59,0,66,3,195,9,Multan Sultans,1,3,2,3,11.4,26.67,27.5,9.83,13.2
1475250,2025,Multan Cricket Stadium,Multan Sultans,Islamabad United,168,5,4,19,7,12,38,36,0,47,3,171,3,Islamabad United,0,3,0,3,8.4,15.83,31.67,6.0,9.4
1475251,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi,129,10,7,19,7,12,71,26,4,35,3,133,3,Peshawar Zalmi,0,2,4,2,6.45,15.83,59.17,4.33,7.0
1475252,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,142,10,4,17,3,14,48,37,3,46,5,137,8,Quetta Gladiators,1,5,1,2,7.1,14.17,40.0,6.17,9.2
1475253,2025,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,185,3,6,23,9,14,40,30,1,76,0,186,5,Lahore Qalandars,0,3,2,2,9.25,19.17,33.33,5.0,15.2
1475254,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,178,7,10,26,3,23,48,51,1,53,4,114,10,Quetta Gladiators,1,5,4,2,8.9,21.67,40.0,8.5,10.6
1475255,2025,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators,89,10,6,10,2,8,60,25,4,16,3,90,0,Quetta Gladiators,0,3,5,2,4.45,8.33,50.0,4.17,3.2
1475256,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,209,6,13,30,12,18,53,39,0,96,3,121,10,Lahore Qalandars,1,2,0,2,10.45,25.0,44.17,6.5,19.2
1475257,2025,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans,204,4,13,27,11,16,43,59,2,71,1,117,10,Karachi Kings,1,1,3,2,10.2,22.5,35.83,9.83,14.2
1475259,2025,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi,143,9,6,20,4,16,64,45,0,52,3,147,4,Peshawar Zalmi,0,0,4,2,7.15,16.67,53.33,7.5,10.4
1475260,2025,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,157,9,5,21,11,10,62,50,0,61,3,159,8,Quetta Gladiators,0,0,5,2,7.85,17.5,51.67,8.33,12.2
1475261,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,160,8,8,22,10,12,38,47,0,8,2,168,6,Karachi Kings,0,2,1,2,8.0,18.33,31.67,7.83,1.6
1475262,2025,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi,108,10,6,15,2,13,69,34,1,34,4,110,3,Peshawar Zalmi,0,3,4,3,5.4,12.5,57.5,5.67,6.8
1475263,2025,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United,263,3,18,39,15,24,39,58,1,95,1,154,10,Quetta Gladiators,1,5,0,6,13.15,32.5,32.5,9.67,19.0
1475264,2025,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi,237,4,8,36,9,27,35,53,1,82,3,214,5,Karachi Kings,1,1,4,6,11.85,30.0,29.17,8.83,16.4
1475265,2025,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators,185,7,4,26,9,17,45,38,1,59,3,190,8,Quetta Gladiators,0,3,5,6,9.25,21.67,37.5,6.33,11.8
1475266,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,149,8,13,23,8,15,34,71,1,0,0,123,8,Lahore Qalandars,1,2,4,6,7.45,19.17,28.33,11.83,0.0
1475267,2025,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings,251,5,11,36,16,20,40,59,0,80,3,172,10,Islamabad United,1,0,1,6,12.55,30.0,33.33,9.83,16.0
1475268,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United,209,6,8,30,9,21,40,65,2,73,1,179,10,Quetta Gladiators,1,5,0,2,10.45,25.0,33.33,10.83,14.6
1475269,2025,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,190,8,19,23,7,16,53,50,1,62,5,191,4,Lahore Qalandars,0,1,2,2,9.5,19.17,44.17,8.33,12.4
1475270,2025,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,202,8,12,30,7,23,43,47,1,75,5,107,10,Lahore Qalandars,1,2,0,2,10.1,25.0,35.83,7.83,15.0
1475271,2025,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars,201,9,6,31,10,21,45,48,2,64,5,204,4,Lahore Qalandars,0,5,2,2,10.05,25.83,37.5,8.0,12.8
